F:\final\feature\gallery\10_c2s2_000826_7.jpg,6.515119809905043,24.22951270532773,16.385926713357197,22.12068568568464,24.22951270532773,54.371926926923685,42.75299499248677,76.13520327133804,100.58501276915001,1.8127731365683202,3.560150009972476,2.8706245622812063,3.3594159159158092,3.560150009972476,5.24030930930907,4.635621432147989,6.303933563192604,7.08846845267876,0.028383906967914752,0.02040599484778199,0.02268740317173562,0.021169125342344133,0.02040599484778199,0.01698582571958744,0.018222758948831293,0.01556242723253181,0.014780276297315154,0.9989492778674145,0.9960926248562072,0.9973573143604719,0.9964327816668577,0.9960926248562072,0.9912315384229887,0.9931061377952369,0.9877237503281215,0.9837798129504126
F:\final\feature\gallery\11_c3s3_000826_12.jpg,7.858850675337925,26.623801895945878,20.363291395698436,26.777094344343205,26.623801895945878,63.46747697697262,51.977618427639285,82.55793230667986,114.32665848772699,1.9669102051026157,3.648158996957195,2.946202851425837,3.6599006506505467,3.648158996957195,5.381605605605392,5.086557836754888,6.498400302203938,7.295411617425751,0.03145307264578829,0.02392870523553455,0.026411524004483076,0.024311098067141736,0.02392870523553455,0.020761279456444275,0.021457232536325137,0.01923800426927067,0.018613641289695133,0.998598242004826,0.9952494680400887,0.9963664101488928,0.9952240089894022,0.9952494680400887,0.9886708615435219,0.9907294729012863,0.9852641588947447,0.9795849347488519
F:\final\feature\gallery\12_c2s2_000826_9.jpg,13.547022761381074,50.466034668159644,32.27630215107605,44.909640390387054,50.466034668159644,104.28308233232741,83.83536254381151,151.17967291615622,183.41293940910532,2.67737443721866,5.292339766681709,4.173051525763031,4.921758008007727,5.292339766681709,7.582157907907552,6.745848773159353,9.250815630444874,10.132747621431745,0.025583027008118205,0.017962323958292788,0.0202613703185131,0.01897888757340218,0.017962323958292788,0.015130623763046505,0.016297074056766614,0.01373680009642217,0.013193267272600853,0.9970761802681267,0.9891080839136278,0.993032884562621,0.9903087310252907,0.9891080839136278,0.9774897354365558,0.9819115479498889,0.9673764828218223,0.9604092587759664
F:\final\feature\gallery\13_c3s3_000826_11.jpg,13.953947973987255,37.65010168916472,21.163691095548163,46.576295045043,37.65010168916472,70.9562652652601,87.1748983475162,115.07225268311095,132.27624762142457,2.6133856928464505,4.315097518744407,3.15680515257637,4.792961211211056,4.315097518744407,5.840738238237815,6.537532298447303,7.596640935229336,8.030363294941878,0.02615286584544994,0.020584262775651587,0.02416811003910426,0.0195334976138878,0.020584262775651587,0.017867345300726,0.016897000670437406,0.015648570291207475,0.01527934341395924,0.9974994898748188,0.9932533465841359,0.9962070423754005,0.9916548682955922,0.9932533465841359,0.9872834890428822,0.9843829824536336,0.9793832411528668,0.976294427508094
F:\final\feature\gallery\14_c2s2_000826_10.jpg,9.250083291646268,33.82478557938435,25.98995397698964,31.627386386384504,33.82478557938435,82.32318243242467,61.01929969954522,101.61164893621752,142.39614346518957,2.165708104052108,4.178687392720981,3.5677758879441437,4.048018018017772,4.178687392720981,6.426216966966433,5.642771407110166,7.3248486223958515,8.532409864796549,0.02256052149590454,0.016441833715439735,0.01803125215574541,0.016636975223886522,0.016441833715439735,0.013502961584430104,0.014151404355730316,0.012477690060436607,0.011748859857438667,0.9988509674926521,0.9957971147691107,0.9967706845369002,0.99607120628305,0.9957971147691107,0.9897681596302009,0.9924199124009327,0.9873703278485865,0.9822966164559472
F:\final\feature\gallery\15_c2s2_000826_10.jpg,6.203815907954188,24.0970505262647,19.826183341671655,21.349206956955186,24.0970505262647,63.478760260252635,41.736981722581355,74.67909400892056,111.66755908862423,1.7149404702351634,3.4278790220523208,3.0408031515759055,3.2231318818816983,3.4278790220523208,5.495907407406841,4.5218119679515745,6.088146705263523,7.349449424135572,0.025716803486229445,0.018474090766140934,0.019851700013058235,0.019056941772911562,0.018474090766140934,0.01490009864661528,0.016197831030986244,0.013984766035376987,0.012938726601823684,0.9992812139913091,0.9972075623622678,0.9977024040266531,0.9975265186197788,0.9972075623622678,0.9926423178464803,0.9951645663474908,0.9913446831438827,0.9870544347025486
F:\final\feature\gallery\16_c2s2_000826_10.jpg,8.49953376688383,23.47008096344424,16.374817658830324,29.736042542540503,23.47008096344424,54.08270195194697,58.83875838757656,74.70500881261353,100.18816574861567,2.026785892946563,3.3024223467411993,2.6836435717860336,3.830185685685425,3.3024223467411993,4.955897647647173,5.403610665998506,5.9746242739232125,6.8044591887826185,0.025834138286512077,0.020926338708640208,0.023332746370020734,0.019080642041063637,0.020926338708640208,0.017397392464024147,0.01618772945404954,0.015750821243588262,0.014951849124662298,0.9987550978050331,0.9965606422963506,0.9976007962450641,0.9956439372538503,0.9965606422963506,0.9920718382847978,0.9913792768970426,0.9890451241268069,0.9853054585699486
F:\final\feature\gallery\17_c3s3_000826_11.jpg,6.1129477238622405,28.76322903823187,24.36785817909137,21.222931681679906,28.76322903823187,69.35765340339304,42.023374812214826,80.75958115271965,121.37617726588414,1.7058586793397443,2.89730207775226,2.543526513256841,3.210530780780562,2.89730207775226,4.62055330330271,4.509316224336109,5.200708967225063,6.284166750124361,0.04527748967577732,0.0418120394669623,0.042652933251167924,0.041541657373323666,0.0418120394669623,0.039637399109838385,0.04012978606082756,0.039148894104141345,0.03843167965139489,0.9991016365179454,0.9957709691009227,0.9964173469642721,0.9968809435965822,0.9957709691009227,0.9897980688472598,0.9938237337035941,0.988120063009687,0.9821384220358935
F:\final\feature\gallery\18_c2s2_000826_10.jpg,4.434057528764551,18.992593094947335,15.839312656329476,15.117478228227155,18.992593094947335,48.7990588088024,29.606131447168828,57.48462902341304,85.66499649473305,1.438398699349721,2.6778439244635215,2.3097138569286453,2.6852930430429147,2.6778439244635215,4.140963213212711,3.7414068602901445,4.708490522554216,5.498227841762008,0.04789635705390604,0.04075178111756263,0.04224998351032956,0.041299678319054775,0.04075178111756263,0.037134970302194974,0.03859260970267221,0.036305720242612936,0.035249932156701407,0.9988746969376161,0.995174805167445,0.9959755141186388,0.9961637662108264,0.995174805167445,0.9875877881147055,0.9924878068884463,0.9853814922061089,0.9781874653070466
F:\final\feature\gallery\19_c3s3_000826_12.jpg,22.521852676339403,90.36432648540607,56.52089319660347,76.5097665165069,90.36432648540607,179.09057157154822,145.391727341002,264.5583802020083,306.17539684524087,3.071656578289324,6.141105820544232,4.740646573287069,5.739770520519891,6.141105820544232,8.614314814813689,8.014783425136978,10.77460994528002,11.506482473709648,0.020830885420446057,0.014923355228309702,0.01726647090689437,0.015266834409578363,0.014923355228309702,0.012778940313988676,0.012884568364318297,0.011201556507369209,0.010980918151345227,0.9963827253042742,0.9854827808469899,0.9909180073369276,0.9877140602519543,0.9854827808469899,0.9712154877013128,0.9766576241373157,0.9574953597894125,0.9507759945877206
