F:\final\feature\gallery\10_c2s2_000826_7.jpg,26.8436195,74.0544525,138.255829,35.14690208452545,40.85559702079074,56.009596566327474,50.33155166985135,50.16875950730409,65.26205509443304,16.38592671335668,2.8706245622811406,0.02268740317173522,0.9973573143604725
F:\final\feature\gallery\11_c3s3_000826_12.jpg,18.16802075,101.4824525,148.3572515,19.69224313727538,44.10046879666072,55.504229643926664,37.718481871267684,53.05171224982742,67.47700859866198,20.363291395697853,2.946202851425713,0.026411524004482198,0.9963664101488883
F:\final\feature\gallery\12_c2s2_000826_9.jpg,17.961128,81.50195525,135.99337625,16.05272123247694,34.19128770866926,50.3764442956818,32.56702812412586,39.94713576617899,59.54949044123995,32.27630215107555,4.173051525762882,0.02026137031851257,0.9930328845626262
F:\final\feature\gallery\13_c3s3_000826_11.jpg,24.1738425,78.6521405,152.22501,31.854256109430555,36.69202226326942,55.37048509359384,49.50844509271284,42.710137493515916,65.35198038488235,21.163691095547772,3.1568051525762884,0.02416811003910373,0.9962070423753934
F:\final\feature\gallery\14_c2s2_000826_10.jpg,29.41457,76.95951375,134.5246395,39.045394257390974,38.75402079931268,67.1782359168134,53.04629762289518,44.52515701616491,74.09581459235949,25.9899539769885,3.567775887943973,0.018031252155744498,0.9967706845369008
F:\final\feature\gallery\15_c2s2_000826_10.jpg,31.0690505,75.75458125,128.6869315,39.26510601066104,39.96632282168511,69.010730398354,51.88980301515625,45.61578101875143,74.89183847770556,19.826183341670834,3.040803151575788,0.01985170001305707,0.9977024040266461
F:\final\feature\gallery\16_c2s2_000826_10.jpg,22.77826525,124.670522,130.15725975,32.06094370804831,54.56108843074448,62.998550559683764,50.903867649190865,62.648989914624956,71.48614772703758,16.374817658829414,2.6836435717858924,0.02333274637001942,0.9976007962450597
F:\final\feature\gallery\17_c3s3_000826_11.jpg,16.4044315,111.13218125,131.933244,15.90875146458099,45.43220476564118,63.54326933386781,32.23977528471674,55.165877017451514,71.17130842633924,24.36785817908955,2.5435265132566283,0.04265293325116105,0.9964173469642684
F:\final\feature\gallery\18_c2s2_000826_10.jpg,16.716356,105.6897265,116.830142,10.880451327094109,50.06579801476451,46.92480953354884,24.56792203940716,60.82727127319349,56.67064637151575,15.839312656328161,2.3097138569284636,0.04224998351032335,0.9959755141186337
F:\final\feature\gallery\19_c3s3_000826_12.jpg,17.446069,87.57862025,134.42906975,15.362792355142963,41.73061659448958,57.62578991996234,30.50586140556969,49.394327314542544,65.50559197770949,56.5208931965983,4.740646573286644,0.017266470906892765,0.9909180073369152
F:\final\feature\gallery\1_c2s2_000826_9.jpg,18.98241775,77.483953,155.290682,20.43399173227015,36.18968316376629,51.392342031424086,38.00814178645383,44.38865270392177,62.90922900198884,37.34689494747372,4.330254627313655,0.021061670022564764,0.9925762184842365
F:\final\feature\gallery\20_c3s3_000826_11.jpg,15.7212445,108.72970775,115.45707525,12.066122818503864,54.45882128130936,64.3881036097961,25.915859878626225,62.27873488425692,71.31666549772952,24.322775137568787,2.3381948474237126,0.05117517618920165,0.9966372007418627
F:\final\feature\gallery\21_c3s3_000826_11.jpg,18.73788975,79.09760575,141.8652575,18.669517132664282,43.55257082960276,53.18122727484476,36.343588153461276,52.6696393874937,63.46569324463379,28.48244497248625,3.7118606803401706,0.020881562393217132,0.9948516129458764
F:\final\feature\gallery\22_c2s2_000826_10.jpg,19.576471,64.29042375,143.322718,20.124634908145772,39.699849663385834,53.39165113660067,36.64437760596628,50.07159495525453,62.1134586936886,13.783144322161084,2.587239369684843,0.027897024160670473,0.9976125366802272
F:\final\feature\gallery\23_c3s3_000826_11.jpg,19.56177825,71.911586,146.41996325,20.022320418668436,36.45982129638875,54.909742911605846,37.01247623672845,44.710898436156455,64.90817706363852,28.087583291645814,3.609773386693346,0.021489881685163796,0.9950832340224006
F:\final\feature\gallery\24_c3s3_000826_11.jpg,16.4392395,83.15447725,150.5674315,9.460255475495352,35.337454535226975,47.46306179012061,23.286867015890845,45.35043305115138,58.38232170617836,39.90142696348175,4.2486995997999,0.022224327461724078,0.9908452282777074
F:\final\feature\gallery\25_c2s2_000826_10.jpg,17.31152875,70.6587965,143.295116,9.140182032537616,40.280095539504224,54.13149219305291,21.556203968662064,50.91274659504365,64.32087940777086,21.0791855927964,2.842722861430716,0.02725867719710855,0.9963403071384831
F:\final\feature\gallery\26_c3s3_000826_11.jpg,16.82396725,62.8037515,140.144537,9.208581417402323,37.854157143255065,53.039364151124914,21.41662033236115,49.08550803354855,64.14663057739685,34.21608304152077,3.2956013006503246,0.04229219627693992,0.9936670898731915
F:\final\feature\gallery\27_c3s3_000826_11.jpg,17.62536875,69.24348575,147.12497225,14.517470670765043,40.25639641025444,51.715622467362124,30.872877651605954,54.506062755728514,62.517825039657275,19.291758379189595,3.1329064532266133,0.024583785767900993,0.996299979974947
F:\final\feature\gallery\28_c3s3_000826_11.jpg,17.61322975,63.67613725,139.25962575,11.10910223752194,39.81853502037917,47.16219470317234,25.400137096949152,55.24257469529035,57.109095985539994,23.71434767383692,3.451023511755878,0.023984478851034042,0.9946089619804311
F:\final\feature\gallery\29_c3s3_000826_11.jpg,20.142047,50.26192825,146.334453,12.172121390694024,31.479478106249662,44.796176401460755,25.37609037037479,42.139407164680996,55.27129542430882,13.847174837418708,2.4062753876938463,0.029079539169098556,0.9966362394826306
F:\final\feature\gallery\2_c3s3_000826_12.jpg,18.12346775,101.68712725,148.14536125,20.600425516593333,46.16465688047847,59.955562313741986,39.17780335115215,54.275079222406696,68.65759356418732,20.2635887943972,2.9032421210605297,0.02495668732340287,0.9969544067615979
F:\final\feature\gallery\301_c2s2_000826_3.jpg,19.5074145,104.02308,72.55316775,21.565505605600567,52.02813155701054,35.556171225124345,39.66583486931396,61.87763020696444,39.744350524391265,5.08225587793897,1.5943144072036022,0.0386892691916725,0.9978023920364145
F:\final\feature\gallery\302_c2s2_000826_19.jpg,22.564307,76.02514725,91.01225975,20.564133281267935,49.33870950243653,52.921058742702094,34.37530594711569,61.07505343191332,58.07899409897614,8.869742621310655,1.9370492746373185,0.028943734563122946,0.9982929935325037
F:\final\feature\gallery\303_c2s2_000826_21.jpg,21.440852,94.394079,116.401692,26.213075516125464,44.71309316902332,49.195258100117094,43.63026137741384,55.087930470563684,57.71038959947142,25.551170335167583,3.48038344172086,0.0241828935124718,0.9941867176785283
F:\final\feature\gallery\304_c2s2_000826_22.jpg,16.36596175,99.7707625,140.13773925,12.474346786406771,38.86303154887163,50.24275717602497,28.266619580980098,46.53984507578578,60.14451760307818,12.116270385192598,2.5555540270135064,0.02654175947101224,0.9973535166377299
F:\final\feature\gallery\305_c2s2_000826_10.jpg,16.375755,125.2745795,137.85275425,15.607412235216165,44.88038194019942,57.423073523968625,32.84073511710715,52.576897897467155,67.30064135682474,45.84373136568284,4.604545772886444,0.020304978319127906,0.9919581896134125
F:\final\feature\gallery\306_c2s2_000826_24.jpg,18.00946375,96.6297945,126.99204225,18.370917116122314,46.399438594532256,55.127512844533584,35.57520237586966,57.55985845355029,63.71798240964171,24.922001250625314,3.3545115057528765,0.023166700856473203,0.9954710005610462
F:\final\feature\gallery\307_c2s2_000826_10.jpg,18.01722775,96.73736575,136.7203735,15.977958582204113,41.24962918016023,60.108481265296454,32.23410929330521,51.2027363886149,69.22020689245852,38.94450450225112,4.46902376188094,0.01765108861041297,0.9939751697856564
F:\final\feature\gallery\308_c2s2_000826_23.jpg,22.3724585,98.29541025,123.87827275,33.289926481831976,42.977921337986956,51.58072094520014,52.95879558477534,53.28175394842048,59.902411624186946,12.242019009504757,2.4761300650325166,0.02763178294249168,0.9973660774173659
F:\final\feature\gallery\309_c2s2_000826_10.jpg,22.8139855,86.98935125,149.6595545,32.126574017560436,34.816144399604674,53.260850142121534,50.85135630749004,43.73144269936901,63.93031394181477,15.640913456728361,2.935328664332166,0.024924901762146835,0.9969861164466475
